author,url,text,section,title,sub_title,date
Carta Capital,https://www.cartacapital.com.br/mundo/papa-alerta-para-avanco-do-populismo/,"O  alertou nesta terça-feira 23 para o risco de uma Terceira Guerra Mundial e para o avanço do populismo, citando o exemplo do ditador nazista Adolf Hitler. O pontífice afirmou que os jovens de hoje deveriam aprender sobre a história dos conflitos mundiais ocorridos no século 20 para que não caiam no mesmo erro e saibam como o populismo se espalha.“É importante que os jovens saibam como nasce um populismo. Penso em Hitler no século passado, que havia prometido o desenvolvimento da Alemanha. Sabemos como começam os populismos: semeando o ódio. Não se pode viver semeando ódio”, afirmou durante encontro com jovens e idosos. “Hoje existe a Terceira Guerra Mundial em pedaços. Olhem para os locais dos conflitos: falta de humanidade, agressão, ódio entre culturas e tribos, também uma deformação da religião, este é o caminho do suicídio, semear ódio”, alertou. “É um preparar a Terceira Guerra Mundial que está em andamento aos pedaços e acredito não exagerar nisto.”O pontífice deu as declarações em encontro com jovens e idosos realizado em Roma para a apresentação do livro Francisco, a Sabedoria do tempo, em diálogo com o papa Francisco sobre as grandes questões da vida.

Alertando para um conflito mundial, o papa citou o físico alemão Albert Einstein. “Vem-me em mente a profecia de Einstein: a quarta guerra mundial será feita com pedras e bastões, porque a terceira destruirá tudo. Semear ódio, violência e divisões é um caminho de destruição, suicídio”, afirmou. “Pode-se fazer isso por muitos motivos. Aquele jovem do século passado fez uma limpeza com a pureza da raça, com os migrantes”, disse, referindo-se a Hitler.O papa também se referiu ao ditador nazista em janeiro do ano passado, mencionando a ascensão de Hitler ao advertir sobre o perigo de, em tempos de crise, as pessoas buscarem um salvador que defenda seu povo com muros de “outros povos que possam tirar nossa identidade”.Em setembro deste ano, ele alertou para um revisionismo histórico e um possível avanço de ideologias totalitárias.Nesta terça-feira, Francisco também pediu tolerância com refugiados, ressaltando que o acolhimento de migrantes é um mandamento bíblico e que a Europa foi feita de migrantes. “Eu sou filho de um migrante que foi à Argentina”, disse, após uma senhora que ensina italiano a imigrantes manifestar preocupação com o ódio a refugiados.Francisco afirmou, no entanto, que governos nacionais têm o direito de estabelecer limites para a imigração e que é importante que a Europa chegue a um acordo sobre a questão. Segundo ele, países como Itália, Espanha e Grécia não deveriam ter que acolher mais refugiados que outros países do continente.Durante o encontro, o papa respondeu a perguntas de jovens e idosos vindos de Colômbia, Itália, Malta e Estados Unidos. Também estava presente o cineasta Martin Scorsese, um dos personagens do livro apresentado, que reúne lições de vida de mulheres e homens de diversas partes do mundo.",Mundo, Papa Francisco alerta para avanço do populismo,,24/10/2018 12:36:08
Gustavo Freire Barbosa,https://www.cartacapital.com.br/justica/republicanismo-uma-doenca-infantil/,"“Nós, os ‘revolucionários’, os ‘agitadores’ temos muito mais a ganhar através dos métodos legais, do que pela ilegalidade e agitação. Os partidos da ordem, como eles se denominam, perecem diante da legalidade por eles próprios estabelecida e clamam desesperados com Odilon Barrot: la légalité nos tue, a legalidade é a nossa morte (…)”. Friedrich Engels.Em 24 de agosto de 1954, Getúlio Vargas cometia suicídio. Acossado pelos virulentos ataques de Carlos Lacerda e do udenismo golpista do qual se tornaria o maior símbolo, Vargas ceifou sua vida para, como ele mesmo afirma em sua carta de despedida, entrar para a história.
O ápice da pressão sob Vargas aconteceu após o atentado contra Carlos Lacerda. Apesar de ter escapado com vida, o episódio não poupou a vida do major Rubens Vaz. Empoderados com o êxito das pressões que levaram à deposição de João Goulart do Ministério do Trabalho, os militares, com o apoio dos grandes meios de comunicação, foram com todas as forças para cima do então presidente.
Apesar das funções investigativas serem naturalmente da polícia, a Aeronáutica delegou a si própria tais atribuições. Os varguistas puseram-se a atacar tamanha insolência, dando ao grupo de investigadores o pejorativo nome de “República do Galeão”. Não demorou para que se apropriassem do apelido e o ressignificassem em seu favor. Os governistas não mais se referiam a ela com ironia, e sim com temor. Foi a República do Galeão que deixou Vargas na lona ao apontar para Gregório Fortunato, chefe da Guarda Presidencial, como o responsável pelo atentado.
Juscelino, eleito pelo PSD nas eleições que vieram logo depois do suicídio de Vargas, também foi vítima dos ataques ensandecidos da turma de Lacerda. Vetado pelos militares – que tinham a simpatia do presidente Café Filho e de Carlos Luz, presidente da Câmara que o sucederia após apresentar problemas de saúde -, JK só assumiu em virtude do enérgico contragolpe protagonizado pelo Marechal Henrique Lott. Legalista convicto, Lott colocou tanques nas ruas (literalmente), amofinando o ímpeto golpista dos generais e garantindo que a Constituição de 1946 fosse respeitada.  Em 1961, após a renúncia de Jânio Quadros, os militares também vetaram que seu vice, João Goulart, assumisse a Presidência da República. O estancieiro só subiu a rampa porque Leonel Brizola, seu cunhado e governador do Rio Grande do Sul, instalou nos porões do Piratini a Rádio Guaíba, articulou com rádios de todo o país a Campanha da Legalidade, colocou as forças militares estaduais à disposição da resistência e distribuiu armas à população (também literalmente). Jango assumiu, mas não antes da aprovação improvisada de um parlamentarismo com o intuito de lhe tirar poderes.
O mais intrigante é que apesar dessas sucessivas demonstrações de desrespeito à democracia, nenhuma delas gerou iniciativas no sentido de submeter de uma vez as forças militares ao poder civil, cortando suas asas e evitando suas constantes intervenções na vida política.
O recado está muito bem dado: ao sentir o cheiro da oportunidade, os abutres do golpismo são capazes de comer com farinha qualquer sombra de republicanismo. De impeachments sem crime de responsabilidade a prisões sem provas, na hora de tirar adversários do jogo não há um pingo de constrangimento em passar o trator por cima da lei – sempre sob o desavergonhado aplauso da nata das elites políticas e econômicas que adoram arrotar jargões e firmar acordos que não se sustentam por dois segundos. “O papel assinado com vocês serve para limpar a bunda”, disse Ademar de Barros, então governador de São Paulo, aos membros do PCB que recorreram aos compromissos firmados por ele e várias pessoas acerca da regularidade da participação dos comunistas na vida política e partidária do país. Tamanha ingenuidade na crença nas instituições democráticas contribuiu primeiro para o fim do registro do Partidão em 1947; depois, para a cassação do mandato de seus parlamentares.
Hoje no Senado está tramitando projeto que prevê a ampliação das hipóteses de incidência da Lei Antiterrorismo. Movimentos sociais como o MST e MTST passam a entrar na reta. Há também a previsão de punir a “louvação” às organizações tidas como “terroristas”. Como bem observou Raphael Tsavkko Garcia em artigo no The Intercept Brasil [1], uma interpretação frouxa pode pegar inclusive o seu simples e insuspeito like no Facebook.
Estamos falando não apenas da escancarada criminalização do direito à associação, mas também do sufocamento da liberdade de expressão, tão cara aos propagandistas do credo liberal. Mas como são dimensões da liberdade que passam longe do catálogo das relações mercantis, dificilmente os veremos se posicionando contra ameaças do tipo (a história, aliás, é pródiga de exemplos de como um leve aperto é mais do que suficiente para que entusiastas do livre mercado passem a cacarejar fascismo).  Há uma razão para o desprezo a direitos e garantias tidos como consensuais e historicamente consolidados. Soberania nacional, sufrágio universal, cidadania, direitos fundamentais e todo o estoque de vulgatas republicanas são, em sua essência e finalidade, grandes amortecedores. O permanente barril de pólvora de uma sociedade dividida em classes sociais exige válvulas de escape cada vez mais arrojadas. Eis a que servem as chamadas instituições democráticas: implicar a estabilidade do sistema e a capacidade do Estado de manter sob controle os conflitos próprios da sociabilidade capitalista.
Uma vez estas instituições se tornando obstáculos à acumulação, todos os valores que vêm em seu pacote são jogados imediatamente no lixo. A defesa do Estado de direito e da legalidade é, na verdade, uma reivindicação conservadora. Seu uso tático é o que a torna progressista em momentos de crise nos quais o Estado, com a finalidade de manter a ordem da reprodução capitalista, necessita implodir os limites fixados por meio das leis editadas por ele próprio. Basta observarmos a Emenda Constitucional nº 95, a emenda do teto de gastos, que segundo estudos do IPEA e de comissão especializada da Câmara dos Deputados tirará, respectivamente, 743 bilhões da saúde e 24,5 bilhão por ano da educação até 2036. Trata-se, simplesmente, da escancarada suspensão do grande acordo civilizatório de 1988. As formas de acumulação do capital financeiro são implacáveis em transformar soberanias nacionais em pó de traque.
Em Ensaio Sobre a Lucidez, de Saramago, o simples exercício do voto em branco, um legítimo direito previsto em lei, é criminalizado ao se tornar um inconveniente. Jair Bolsonaro já demonstrou por sucessivas vezes suas francas intenções em eliminar fisicamente seus adversários. Não temos o direito de nos surpreender com a indicação de Sérgio Moro para o Ministério da Justiça. Temos é que refletir se é com ações judiciais e disputas parlamentares que derrotaremos obscenidades do tipo.
Tanto o escritor português como o presidente eleito, mesmo em sua galopante estupidez, têm noção de que o republicanismo não passa de um conto de fadas para adultos. Esta noção Sérgio Moro sempre teve. Desejo inconfessável que não é exposto nem diante do espelho. Só os vermelhos com vaga reservada na ponta da praia é que aparentemente ainda não se tocaram disso. A eleição de Bolsonaro é apenas uma das parcelas da fatura dessa ingenuidade.


",Justiça," Republicanismo, uma doença infantil","Apesar das sucessivas demonstrações de desrespeito à democracia, nenhuma delas gerou iniciativas no sentido de submeter de uma vez as forças militares ao poder civil. ",06/12/2018 16:50:40
Carta Capital,https://www.cartacapital.com.br/sociedade/violencia-recorde-reflete-interiorizacao-de-faccoes/,"O Brasil registrou 63.880 mortes violentas intencionais (MVIs) no ano passado, um crescimento de 3% em relação a 2016. A taxa, de 30,8 mortes violentas por 100 mil habitantes, coloca o país entre os países mais violentos do mundo, concluiu o Anuário da Violência do .As maiores taxas de violência estão no Rio Grande do Norte, Acre e Ceará, e têm relação direta com o tráfico de drogas e o crime organizado. Devido à proximidade com a Bolívia, Venezuela e Colômbia, por exemplo, o Acre se consolidou como nova rota da cocaína. Já o Ceará é ponto estratégico de escoamento da droga para a Europa.Estado campeão da violência, com 68 mortes por 100 mil habitantes, o , também disputa o mercado de entorpecentes, mas lida com quadros mais frágeis nas suas forças policiais. Na capital e em cidades-chave do estado, os salários atrasados e a não-renovação da força policial têm comprometido o combate ao crime.Ceará e Acre tiveram crescimento de 42% e 48% nos homicídios, respectivamente, o que puxou a estatística nacional pra cima. No restante do Brasil, 10 estados aumentaram a taxa de assassinatos e os outros 15 diminuíram. 26% de todas as mortes estão concentradas nas capitais.“O sistema está sendo gerador de violência. Quando você opta pelo confronto, gera resultados devastadores”, disse Renato Sérgio de Lima, presidente do Fórum.Ele criticou a intervenção federal no Rio de Janeiro — estado líder em mortes de policiais — e destacou a necessidade de integrar os sistemas de segurança pública no Brasil, o que aconteceu há cerca de um mês com a criação do SUSP (Sistema Único de Segurança Pública).Na sua avaliação, o Ministério Público deve atuar junto com os Três Poderes para coibir a violência. “O problema não é a falta de recursos, mas de coordenação. O Judiciário tem uma responsabilidade enorme na segurança pública”, disse Samira Bueno, diretora-executiva da organização. “O padrão de uso da polícia tem sido cada vez mais violento. São polícias que produzem muitas mortes e não à toa, também têm morrido muito.”Em 2017, 5144 pessoas foram mortas por policiais. É uma alta de 20% em relação ao ano anterior.Para combater a expansão do crime organizado, os especialistas defenderam “ir atrás do dinheiro das organizações criminosas” e fiscalizar as fronteiras nacionais. Também diagnosticaram que é preciso oferecer condições de trabalho para egressos do sistema prisional, atualmente com 729.463 presos e “dominado por facções”.Os atores responsáveis pela violência seguem ligados às duas principais facções criminosas do país, o PCC e o Comando Vermelho. No ano passado, ambas as frentes se regionalizaram e adquiriram adeptos no Norte e Nordeste. “O crime organizado gerou uma nova dinâmica, e a polícia, vista como a única resposta do poder público foi lá [reprimiri]. Nessa relação o resultado é o crescimento da violência”, disse Lima. “É um problema gigantesco, mas não de responsabilidade exclusiva das instituições policiais. Envolve todo o Estado.”
A também teve aumento significativo no último ano. Foram reportados 60.018 estupros em 2017, crescimento de 8,4% em relação ao ano anterior. Os casos que chegam à delegacia, no entanto, são minoria: entre 7,5% e 10% do total, na estimativa do Fórum. Assim, o número real de estupros deve ter superado meio milhão de casos no país, no ano passado.Foram registrados 1133 casos de feminícidio, e 4539 mulheres foram vítimas de homicídio sem implicações de gênero no ano passado — um aumento de 6,1% em relação a 2016.",Sociedade, Violência recorde reflete a interiorização de facções criminosas,,09/08/2018 18:06:00
Carta Capital,https://www.cartacapital.com.br/politica/entenda-a-lei-antiterror-que-pode-ser-ampliada-para-atingir-mst-e-mtst/,,Política," Entenda a Lei Antiterror, que pode ser ampliada para atingir MST e MTST",,31/10/2018 17:20:59
Marina Gama Cubas,https://www.cartacapital.com.br/politica/manuela-e-praticamente-ignorada-em-twitter-de-lula-e-haddad/,"Passado quase um mês desde o anúncio, Manuela não para de defender a candidatura e a liberdade do ex-presidente. Também faz referências diárias a Lula e Haddad nas redes sociais. Só no Twitter, por exemplo, ela mencionou os dois petistas 113 vezes em 24 dias (83 tagueando @Lulaoficial e 52 @Haddad_Fernando).A reciprocidade à vice original, entretanto, não tem sido a mesma. No mesmo período em que a  contabilizou as menções feitas por Manuela (entre a noite de 10 de agosto e noite de 4 de setembro), a equipe do PT que gere a conta de Twitter de Lula mencionou-a apenas 18 vezes @ManuelaDavila – seis foram retuítes de postagens da deputada e uma para parabenizá-la em seu aniversário -, contra 224 vezes que @Haddad_Fernando foi tagueado.Da parte da conta de Haddad no Twitter, ela foi citada 10 vezes e Lula, 110 no mesmo período.Na madrugada do dia 6 de agosto, a presidenta do PT, Gleisi Hoffmann apresentou a integrante do PCdoB como a verdadeira vice de Lula e Haddad, como representante de Lula. No dia seguinte, Manuela explicou em coletiva: “Nós [PCdoB] vamos ocupar o papel de vice em qualquer dos cenários”.A comunista também fez questão de falar dos detalhes jurídicos da situação ao afirmar que entrará oficialmente no registro da chapa no TSE quando o “desfecho jurídico esperado” acontecer – em referência a homologação do registro de Lula.O desfecho, porém, não foi como o esperado até agora. Por 6 votos a 1, o . A defesa do petista espera os recursos protocolados tanto na Corte eleitoral como no Supremo Tribunal Federal.Ainda que a defesa de Lula tenha , os prazos se abreviam a cada dia: o PT tem apenas até o próximo dia 11 para bater o martelo dos nomes que concorrerão de fato à Presidência e à Vice-Presidência na coligação “O Povo Feliz de Novo”.A falta de alinhamento nos discursos começou logo no dia 1º de agosto. Para os petistas mais “tradicionais”, não caiu bem que Manuela endossasse o meme que circulava nas redes sociais mostrando ela, Lula e Haddad como o verdadeiro triplex. Segundo um petista, após a coletiva, foi feita uma reunião em que se tentou alinhar a condução da campanha dali para frente.Colocá-la na campanha agora, afirma uma liderança do PT, significa confundir o eleitorado. O foco agora é apresentar um vínculo forte entre Lula e Haddad. Uma pessoa entre os dois poderia atrapalhar esse processo.“Se apresentamos dois vices estamos apresentando o futuro presidente. Então, na verdade, estaríamos desacreditando o Lula. Não dava para ser isso.”  “Ela vai ter o momento dela, não é agora”, concluiu.Manuela não foi citada sequer nos dois primeiros dias de veiculação da propaganda eleitoral na TV. Nem com menção nem com imagem dela ao lado de Lula ou Haddad.A tentativa de Manuela apresentar os três como um time nas redes sociais ficou restrita a uma iniciativa dela. A hashtag #LulaManuHaddad, por exemplo, foi adotada apenas pela deputada e alguns de seus militantes no Twitter. Nas contas de Lula e Haddad a etiqueta aparece em pouquíssimos retuítes. Manuela a usou 83 vezes no período analisado.Procuradas, as assessorias de Lula e Haddad preferiram não se manifestar. Já a assessoria da candidata à vice informou que “a Manuela tem uma forma de usar as redes sociais diferente das redes de Lula e Haddad. E todas estão crescendo”.",Política, Manuela é praticamente ignorada em Twitter de Lula e Haddad,"Ex-prefeito de São Paulo afirmou que ela é a vice original na chapa do PT. Para alguns petistas, porém, ainda não chegou sua hora",06/09/2018 03:30:00
Redação,https://www.cartacapital.com.br/politica/figuras-publicas-se-solidarizam-com-jean-wyllys/,"Em sua página nas redes sociais, o ex-ministro Ciro Gomes (PDT) disse estar “profundamente indignado” com a situação que levou o deputado eleito Jean Wyllys (PSOL-RJ) a renunciar o mandato.“Estou profundamente indignado com a situação que leva um jovem parlamentar a não se sentir mais seguro em seu país e ter que ir embora para o exterior enquanto as autoridades brasileiras descambam para a canalhice pura e simples”, escreveu CiroA Comissão Interamericana de Direitos Humanos (CIDH), da Organização dos Estados Americanos (OEA), também lamentou a saída do deputado do país. Em novembro do ano passado, a CIDH havia solicitado que o governo brasileiro tomasse medidas para proteger a vida do deputado do PSOL. Antonia Urrejola, comissária da Assembleia Geral da OEA, falou pela entidade no Twitter.⁦⁩ lamenta profundamente que diputado federal , haya tenido que salir de . Único parlamentario LGBTI del país, es beneficiario de medidas cautelares de la  para la protección a su integridad física y a su vida. — Antonia Urrejola (@totonia68) O presidente da Câmara, Rodrigo Maia (DEM-RJ), divulgou uma nota lamentando a decisão do deputado Jean de não tomar posse para o novo mandato. Maia acrescentou, na nota, que ninguém pode ameaçar um deputado e “sentir-se impune”.“Lamento a decisão tomada pelo deputado Jean Wyllys. Como presidente da Casa, e seu colega na Câmara, mesmo estando em posições divergentes no campo das ideias, reconheço a importância do seu mandato. Nenhum parlamentar pode se sentir ameaçado, ninguém pode ameaçar um deputado federal e sentir-se impune”, afirmou Rodrigo Maia na nota.Manuela D’Ávila, que foi candidata a vice-presidência e também recebeu ameaças, se solidarizou com a decisão do colega. No Instagram, Manuela afirmou que “Não sabem que, se tivermos que andar com o vidro fechado, sem tomar o vento na cara, já morremos um pouco. E não queremos morrer nada!!!” A post shared by  (@manueladavila) on O músico Lobão, apoiador de Jair Bolsonaro e do Movimento Brasil Livre (MBL), acusou Jean Wyllys de relação com atentado ao presidente Jair Bolsonaro.“Essa parada de Jean Willis (sic)  sair do Brasil e deixar a vida pública só levanta sérias suspeitas sobre seu envolvimento na tentativa de assassinato a Jair Bolsonaro. Deve ser investigado imediatamente. Esse papo é lorota”, tuitou LobãoApoiadores de Bolsonaro começaram um movimento que colocou a hashtag #InvestigarJeanWillis no Trending Topics Brasil – os assuntos mais comentados – no Twitter. Sim, tanto Lobão como os criadores da hashtag escreveram errado o nome do deputado…O presidente também foi criticado por políticos da oposição por ter publicado um Twitter logo após o anuncia de Jean afirmando que aquele era “Grande dia”.Que tal você começar a se comportar como presidente da República e parar de agir como um moleque? Tenha postura.— Marcelo Freixo (@MarceloFreixo) Após a repercussão negativa, o presidente afirmou que a mensagem não era uma ironia a decisão do deputado, mas se referia ao fim dos trabalhos em Davos.Em uma rede social, Jean Wyllys publicou nesta quarta 24: “Preservar a vida ameaçada é também uma estratégia da luta por dias melhores. Fizemos muito pelo bem comum. E faremos muito mais quando chegar o novo tempo, não importa que façamos por outros meios! Obrigado a todas e todos vocês, de todo coração. Axé!”Homossexual assumido, Jean Wyllys tinha como principais bandeiras pautas relacionadas às causas LGBT e para minorias.A posse dos deputados eleitos está marcada para 1º de fevereiro. Jean Wyllys recebeu 24.295 votos na última eleição, em outubro.",Política, Figuras públicas se solidarizam com Jean Wyllys,"Ciro, Manuela, Marina Silva e Rodrigo Maia estão entre elas. Há críticos também",25/01/2019 14:29:51
Carta Capital,https://www.cartacapital.com.br/politica/manuela-davila-sofre-ameaca-e-pede-reforco-na-seguranca/,"A defesa da candidata a vice-presidente  entrou nesta segunda-feira 24 com uma representação no Tribunal Superior Eleitoral (TSE) para que sua segurança seja reforçada por agentes da Polícia Federal.O pedido foi feito depois que apoiadores do candidato Jair Bolsonaro espalharam pelas redes sociais uma  associando Manuela ao Diversas publicações em redes sociais como Facebook, Instagram e Twitter afirmam que a Polícia Federal teria quebrado o sigilo telefônico de Adélio e que a candidata do PCdoB teria ligado várias vezes para monitorar o agressor. As mensagens dizem, ainda, que Manuela e o PT teriam planejado o ataque a faca contra o candidato do PSL.Após as publicações, a candidata passou a receber mensagens sugerindo que ela tenha mais cuidado em suas agendas públicas. Atualmente Manuela conta apenas com seguranças particulares para as agendas no Rio Grande do Sul, seu estado, e em São Paulo. Nos demais estados é feito por militantes da campanha. , por ser o cabeça de chapa, conta com segurança da PF. Em entrevista à Rádio Bandeirantes nesta segunda Manuela afirmou que a primeira vez que viu a notícia falsa a mensagem tinha compartilhada por mais de mil perfis no Facebook. “Na segunda vez que eu vi a  já tinha sido compartilhada mais de 16 mil vezes. Eu acho que a gente tem que saber quem paga por isso, porque essas informações influenciam as pessoas a tomaram as suas decisões, e eu não acho que dá pra dar decidir assim.”",Política, Manuela D’Ávila sofre ameaça e pede reforço na segurança,,24/09/2018 20:47:24
Redação,https://www.cartacapital.com.br/politica/lula-aponta-parcialidade-de-moro-em-primeira-entrevista-desde-a-prisao/,"Proibido de conceder entrevistas ao vivo ou por telefone, o obstáculo foi contornado pelo jornalista Kennedy Alencar usando uma troca de correspondências. O material será parte de um documentário que será transmitido no Reino Unido em janeiro pela BBC, entitulado  (, em tradução livre).Nas cartas escritas de sua cela na sede da Polícia Federal em Curitiba, Lula denunciou o juiz Sérgio Moro como seu perseguidor, com o objetivo claro de alija-lo da disputa eleitoral desde ano. O ex-presidente disse que Jair Bolsonaro venceu o pleito em outubro “apenas porque não concorreu comigo”.“Fui condenado por ser o presidente da República mais bem sucedido e o que mais fez pelos pobres. Moro sabia que, se agisse dentro da Lei, teria que me absolver e eu seria eleito presidente. Ele então fez política e não justiça, colhendo agora os benefícios”, escreveu Lula, que ainda disse que os cidadãos brasileiros correm perigo, visto que “isso pode ser feito com um ex-presidente”.Moro respondeu as acusações afirmando à BBC que Lula foi condenado não apenas por ele, mas também outros tribunais. Ele disse que o ex-presidente seria o chefe do escândalo da Petrobrás, que teria movimentado dois bilhões de reais em propinas. ",Política,Lula aponta parcialidade de Moro em primeira entrevista desde a prisão,"Ex-presidente respondeu perguntas feitas por carta pelo jornalista Kennedy Alencar, que publica entrevista na BBC",06/12/2018 19:28:57
Redação,https://www.cartacapital.com.br/sociedade/dez-meses-depois-assassinato-de-marielle-franco-segue-sem-respostas/,"Gussem discursou ao ser reconduzido ao cargo para mais dois anos de mandato à frente do Ministério Público do Estado do Rio de Janeiro.
“Não tenho dúvidas em afirmar que o caso Marielle e Anderson Gomes está relacionado a essas organizações criminosas”, disse ele. O assassinato completa hoje dez meses e segue em investigação sigilosa na Polícia Civil e no próprio Ministério Público estadual.  Gussen afirmou que as milícias representam “uma forma perversa de plantar o terror e o medo na sociedade” e destacou que, quando confrontadas pelo aparato estatal, elas reagem “com severos ataques a bens públicos e ameaças a autoridades”.
O procurador-geral de Justiça lembrou ainda o ataque a tiros sofrido ontem pela delegada e deputada estadual Martha Rocha (PDT), que não se feriu com os disparos contra seu carro, mas teve o motorista baleado. A parlamentar relatou ter sofrido ameaças de milicianos .
“Espero que o lamentável episódio ocorrido ontem com a deputada estadual Martha Rocha não seja mais um capítulo dessa triste e grave história”, disse.  Ao fim da cerimônia de recondução ao cargo, o procurador-geral de Justiça explicou que o ministério público estadual e a Polícia Civil trabalham em duas linhas de investigação distintas no caso Marielle. Enquanto os promotores cruzam dados do caso com outros processos e organizações criminosas identificadas, a Polícia Civil se debruça sobre o crime de forma mais específica.
“Elas necessariamente não são divergentes, podem até ser convergentes. São linhas que, com o andar dessa análise, podem desembocar na mesma organização criminosa”, disse ele, que ponderou que a investigação da Polícia Civil necessariamente vai passar pela avaliação do Ministério Público quando concluída.
O governador Wilson Witzel (PSC) disse que não teve acesso ao processo, que está em segredo de justiça, mas defendeu que uma resposta seja apresentada à sociedade rapidamente.
“Me parece que as duas têm que andar juntas. Se não for possível, aquela que estiver mais adiantada que dê a resposta pra sociedade. Se você tem uma investigação mais adiantada na policia, que a policia já apresente logo o resultado”, disse ele, que o que se espera do direito penal é uma resposta rápida à sociedade: “É muito melhor apresentar muitas vezes um resultado parcial de uma investigação. O inquérito pode ser cindido e continuar a investigação em outros fatos”.
",Sociedade," Dez meses depois, assassinato de Marielle Franco segue sem respostas","Ministério Público afirma não ter dúvidas de ligações com milícias, mas não aponta suspeitos",14/01/2019 18:06:25
Rodrigo Martins,https://www.cartacapital.com.br/politica/o-tempo-e-nosso-inimigo-diz-freixo-sobre-investigacao-do-caso-marielle/,"Para o parlamentar, é “estapafúrdia” a tese de que os executores de Marielle agiram por conta própria, em um crime de ódio, como aventado pelo delegado Giniton Lages, responsável pela investigação. “O assassino é um matador de aluguel conhecido na história do Rio. É um psicopata violento, muito perigoso, mas que sempre foi contratado para executar pessoas, faz parte do chamado Escritório do Crime. De repente, no caso de Marielle, ele muda completamente o perfil de sua psicopatia e resolve agir por conta própria, por razões ideológicas? Não faz o menor sentido”, diz Freixo.
    
 Essa tese é completamente estapafúrdia. O assassino é um matador de aluguel conhecido na história do Rio de Janeiro. É um psicopata violento, muito perigoso, mas que sempre foi contratado para executar pessoas, faz parte do chamado Escritório do Crime. De repente, no caso de Marielle, ele muda completamente o perfil de sua psicopatia e resolve agir por conta própria, por razões ideológicas? Não faz o menor sentido. A Polícia Civil cometeu muitos erros ao longo do último ano. É inadmissível que se conclua ser um crime de ódio, descartando a existência de mandantes. Isso pode passar impressão de que estão tentando proteger alguém, o que não é bom para a imagem da corporação nesse momento.
   Marielle não tinha proteção policial porque não era ameaçada, não havia razão de ter. A sua esposa, a sua mãe, a família inteira, ninguém imaginava que ela pudesse ser alvo de um crime como esse. Depois da morte de Marielle é que se vira uma chave, e começamos a entender o Rio de Janeiro de outra maneira. Ela trabalhou comigo por dez anos, acompanhou de perto um conjunto enorme de ameaças que recebi, mas contra ela não havia nada. Por isso, não sabemos quem mandou matar, qual era a motivação, a razão política. Enquanto não for esclarecido isso, não há democracia no Rio. Não pode haver uma força política que usa a violência como método, como forma de eliminar adversários, livre para matar novamente.

 Não. A Polícia Civil cometeu erros muito profundos, eles sabem disso. Há um novo comando que vem dialogando muito com a gente, é mais responsável. O delegado Marcus Vinícius Braga mudou a postura da corporação em relação aos familiares e amigos de Marielle. Esperamos que a prisão dos executores facilite a descoberta dos mandantes do crime. O que não pode é para a investigação sem descobrir quem contratou esses assassinos. Precisamos saber o quanto os suspeitos presos abrem espaço para revelar algo sobre os mandantes.

 Isso não cabe ao governador. Só por não estar mais ao lado de quem rasgou placa em homenagem a Marielle, Witzel melhorou muito, fez um avanço enorme. A discussão sobre delação premiada cabe ao Ministério Público. O governador pode, e deve, dar melhores condições para a polícia realizar o seu trabalho.  
 Esse episódio é um divisor de águas. No dia seguinte à morte de Marielle, havia um grupo que queria matá-la novamente, por não aceitar que uma mulher negra, pobre e da favela estar na Câmara dos Vereadores e ser homenageada no mundo inteiro. De outro lado, havia a esperança, tomando conta da praça, falando em Marielle como um símbolo. Acho que o tempo será implacável com os medíocres, vai condenar ao esquecimento esses boçais que rasgam placa. Ninguém irá lembrar desses medíocres, enquanto a luta de Marielle jamais será esquecida.

 Pode haver obstáculos, sim, mas isso não depende do apoio da maioria. Tenho grande experiência parlamentar no Rio. Presidi uma CPI das Milícias com muito sucesso e acho que está mais do que na hora de o Congresso se debruçar sobre o tema, investigar as milícias e suas metástases pelo Brasil. Você tem toda razão em mencionar os laços da família Bolsonaro com essa turma. Eles podem e vão tentar bloquear. Mas, se algumas bancadas nos apoiarem, vamos conseguir efetivar essa investigação.

 Convivo há dez anos com esse tipo de ameaça. Tenho um respeito muito grande por quem não se sente seguro de continuar no Brasil, essa é uma decisão muito pessoal, mas isso não passa pela minha cabeça. Tenho uma estrutura de segurança da qual não descuido nunca. Tenho as minhas precauções, nunca normalizo isso. O que mais pode garantir a minha segurança e a dos demais companheiros do PSOL é a revelação de quem mandou matar Marielle, que grupo político ordenou essa execução. Esse é o elemento de segurança que a gente quer.

 Muito angustiante, o tempo é nosso inimigo. Falo com a família dela todos os dias. A Mônica  trabalha comigo, mas estou sempre em contato com Dona Marinete, com o Seu Toninho . Estou sempre na casa deles. É uma dor muito profunda, não passa. Pedir justiça é diferente de desejar vingança. Saber quem mandou matar não nos traz de volta Marielle, mas pode evitar a morte de outras Marielle. Se a gente se contentar em descobrir só quem apertou o gatilho, achar que o caso está resolvido, esse grupo político que usa a violência como método vai continuar matando.
",Política,"“O tempo é nosso inimigo”, diz Freixo sobre investigação do caso Marielle","Para o parlamentar, é “estapafúrdia” a tese de que os executores de Marielle agiram por conta própria",14/03/2019 03:30:03
